Date/Time,Address,Location,Call Type,Description,Incident Number,Duration
8/17/15 11:39,100 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00057295,1:34:03
8/17/15 2:56,3200 BLK 22 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00057210,0:22:23
8/17/15 1:10,1200 BLK 36 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00057193,0:32:55
8/17/15 0:51,3000 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00014286,0:47:09
8/16/15 22:20,600 BLK UNIVERSITY DR S,Fargo,Loud Party/People,LOUD PARTY/NARCS,2015-00057153,1:30:13
8/16/15 22:14,1400 BLK 16 1/2 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00057149,1:09:15
8/15/15 23:27,3 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00014228,0:20:07
8/15/15 23:02,100 BLK 16 ST S,Fargo,Loud Party/People,LOUD PARTY/NARCS,2015-00056928,0:41:26
8/15/15 21:34,100 BLK 30 AVE E,West Fargo,Loud Party/People,FIREWORKS/LOUD PARTY,2015-00014219,0:25:41
8/15/15 17:12,1300 BLK 11 ST N,Fargo,Loud Party/People,UNDERAGE DRINKERS,2015-00056884,2:53:27
8/15/15 0:59,1800 BLK 39 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00056673,0:13:51
8/14/15 22:28,1200 BLK STARR AVE,West Fargo,Loud Party/People,LOUD PARTY,2015-00014148,0:32:32
8/14/15 21:03,1800 BLK 14 ST S,Fargo,Loud Party/People,LOUD PARTY / WELFARE CHECK,2015-00056640,3:23:25
8/14/15 20:59,600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00056609,0:12:00
8/14/15 3:17,1400 BLK 6 AVE N,Moorhead,Loud Party/People,LOUD PEOPLE,2015-00022937,0:22:14
8/13/15 1:35,400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00056159,0:16:57
8/12/15 4:42,400 BLK ELMWOOD AVE S,Fargo,Loud Party/People,LOUD PARTY/BON FIRE,2015-00055903,0:31:49
8/11/15 23:35,3100 BLK 33 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00055824,0:29:44
8/11/15 0:10,2400 BLK 36 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00022590,0:30:23
8/10/15 21:20,6600 BLK 7 ST SW,Moorhead,Loud Party/People,BONFIRE PARTY,2015-00006580,0:50:44
8/9/15 22:09,1200 BLK 1 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00055214,0:39:59
8/9/15 21:36,1600 BLK 11 ST N,Fargo,Loud Party/People,LOUD MUSIC,2015-00055227,1:41:24
8/9/15 3:12,900 BLK 1 AVE N,Moorhead,Loud Party/People,LOUD PEOPLE/HOTSPOT,,0:05:55
8/9/15 2:37,1300 BLK 11 AVE N,Fargo,Loud Party/People,LOUD PEOPLE IN STREET,2015-00055032,1:07:39
8/9/15 1:20,4700 BLK WOODHAVEN DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00055015,0:47:44
8/9/15 0:51,,Moorhead,Loud Party/People,LOUD PEOPLE/PARTY,2015-00022411,0:23:51
8/8/15 23:44,1200 BLK OAK ST N,Fargo,Loud Party/People,LOUD PEOPLE/PARTY,2015-00054984,1:11:08
8/8/15 23:12,300 BLK 7 ST S,Moorhead,Loud Party/People,LOUD PARTY,,0:34:06
8/8/15 21:52,2200 BLK 57 AVE S,Fargo,Loud Party/People,FIREWORKS\\ LOUD PARTY,2015-00054951,1:09:51
8/8/15 21:03,1000 BLK 14 ST N,Fargo,Loud Party/People,PARTY,2015-00054947,1:17:31
8/8/15 5:49,4500 BLK 47 ST S,Fargo,Loud Party/People,LOUD PEOPLE ON BALCONY,2015-00054782,0:28:28
8/8/15 2:00,1400 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00054760,1:40:11
8/7/15 23:30,2500 BLK 6 AVE N,Moorhead,Loud Party/People,LOUD PARTY,2015-00022317,0:29:39
8/7/15 23:08,3400 BLK 32 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00054695,1:08:38
8/7/15 20:41,500 BLK CENTER AVE E,Dilworth,Loud Party/People,LOUD PARTY,Multiple incidents,0:24:05
8/7/15 1:45,2400 BLK 36 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00022223,1:33:04
8/5/15 1:12,1400 BLK 35 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00053972,0:17:48
8/4/15 22:32,1300 BLK 16 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00053957,1:25:50
8/4/15 21:39,1000 BLK 3 ST S,Moorhead,Loud Party/People,LOUD MUSIC/PARTY,2015-00021948,0:17:05
8/4/15 0:39,1300 BLK 36 AVE S,Moorhead,Loud Party/People,LOUD MUSIC/PEOPLE,2015-00021807,0:12:21
8/3/15 23:58,1900 BLK 6 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00021803,0:25:14
8/3/15 23:40,2600 BLK 15 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00053674,0:22:15
8/3/15 0:09,7100 BLK 14 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00053441,1:16:09
8/2/15 20:58,1600 BLK 20 ST S,Moorhead,Loud Party/People,LOUD PEOPLE,2015-00021687,0:12:31
8/2/15 5:04,1700 BLK 40 ST S,Fargo,Loud Party/People,LOUD PEOPLE AGAIN,2015-00053271,0:32:37
8/2/15 3:36,1700 BLK 40 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00053266,0:54:44
8/2/15 3:09,900 BLK BROADWAY N,Fargo,Loud Party/People,LOUD PPL,2015-00053255,0:20:38
8/2/15 2:45,900 BLK 1 AVE N,Moorhead,Loud Party/People,LOUD PEOPLE,2015-00021632,0:14:39
8/1/15 22:07,100 BLK 19 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00053189,0:52:56
8/1/15 22:03,100 BLK PRAIRIEWOOD DR S,Fargo,Loud Party/People,LOUD PEOPLE IN COMMUNITY ROOM,2015-00053251,4:58:54
8/1/15 21:18,1500 BLK 2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00053180,0:48:08
8/1/15 21:14,100 BLK PRAIRIEWOOD DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00053181,0:39:34
8/1/15 16:29,1300 BLK 2 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00053129,0:20:04
8/1/15 1:23,2000 BLK ROSE CREEK BLVD S,Fargo,Loud Party/People,LOUD PARTY,2015-00052985,0:34:14
8/1/15 0:45,900 BLK 3 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00013034,0:05:56
8/1/15 0:15,1400 BLK 35 ST S,Fargo,Loud Party/People,LOUD PARTY IN THE GARAGE,2015-00052959,0:06:17
7/31/15 23:31,2200 BLK 11 AVE S,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00052946,0:26:42
7/30/15 21:26,1500 BLK 16 1/2 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00052661,2:05:54
7/28/15 22:55,1300 BLK 16 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00052142,1:09:48
7/28/15 3:03,2900 BLK DAKOTA PARK CIR S,Fargo,Loud Party/People,LOUD PARTY IN GARAGE,2015-00051934,0:33:19
7/27/15 23:11,5000 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD PARTY,2015-00051861,0:19:20
7/26/15 23:23,600 BLK COUNTRYSIDE TRAILER CT S,Fargo,Loud Party/People,LOUD PARTY,2015-00051587,0:46:20
7/26/15 21:14,1000 BLK 14 ST N,Fargo,Loud Party/People,LOUD PARTY/PC,2015-00051558,1:03:10
7/26/15 3:22,1200 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00051404,0:26:44
7/26/15 3:10,1 AVE N,Moorhead,Loud Party/People,LOUD PARTY,,0:04:03
7/26/15 2:20,2100 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00051389,0:24:48
7/26/15 1:24,1500 BLK 8 ST N,Fargo,Loud Party/People,LOUD PPL,2015-00051383,1:01:38
7/25/15 2:49,400 BLK 1 AVE NW,Dilworth,Loud Party/People,LOUD PARTY,Multiple incidents,0:21:57
7/24/15 22:39,1200 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00051062,1:12:21
7/24/15 22:34,1300 BLK 32 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00051055,0:52:56
7/24/15 0:16,400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00050821,1:41:25
7/22/15 22:46,1200 BLK 34 STREET CIR S,Moorhead,Loud Party/People,LOUD MUSIC,,0:05:34
7/22/15 1:30,2000 BLK 49 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00050246,0:07:37
7/21/15 22:39,1300 BLK 32 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00050203,0:39:42
7/21/15 22:25,5200 BLK 44 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00050210,1:30:28
7/19/15 23:33,1600 BLK EAST GATEWAY CIR S,Fargo,Loud Party/People,LOUD PPL,2015-00049631,0:59:14
7/19/15 22:02,1200 BLK 1 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00049605,0:11:46
7/19/15 1:19,3400 BLK 30 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00049449,0:18:07
7/18/15 23:52,3000 BLK DAKOTA PARK CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00049419,1:00:20
7/18/15 23:28,1300 BLK 16 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00049405,0:30:18
7/18/15 22:50,1600 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00049401,0:41:21
7/18/15 21:10,1000 BLK 32 AVE W,West Fargo,Loud Party/People,1021,2015-00012127,0:31:21
7/18/15 18:43,1000 BLK 32 AVE W,West Fargo,Loud Party/People,LOUD PARTY,2015-00012123,0:17:54
7/18/15 10:12,2500 BLK 36 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00049263,0:19:34
7/18/15 2:11,600 BLK 3 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00049201,0:21:17
7/18/15 2:04,0 BLK 1 AVE NE,Dilworth,Loud Party/People,LOUD PARTY,Multiple incidents,0:13:49
7/18/15 1:32,900 BLK 1 AVE N,Moorhead,Loud Party/People,LOUD PPL,2015-00020140,0:18:04
7/18/15 0:04,2000 BLK 7 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00020134,1:13:53
7/17/15 23:21,200 BLK LANGER AVE S,Casselton,Loud Party/People,LOUD PARTY,2015-00010023,0:31:54
7/17/15 22:28,2800 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00012070,0:33:14
7/17/15 2:00,1900 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00048936,0:49:16
7/17/15 0:53,100 BLK 2 ST S,Fargo,Loud Party/People,LOUD NOISE\\SUSPICIOUS,2015-00048913,0:20:50
7/16/15 2:01,1200 BLK 2 AVE N,Fargo,Loud Party/People,LOUD PARTY/PEOPLE,2015-00048662,0:12:12
7/15/15 23:05,1400 BLK RIVER ST,West Fargo,Loud Party/People,LOUD PARTY,2015-00011928,0:18:28
7/15/15 2:25,300 BLK EDDY CT S,Fargo,Loud Party/People,LOUD PARTY,2015-00048355,0:44:21
7/14/15 20:57,0 BLK 9 ST S,Fargo,Loud Party/People,LOUD PARTY ON ROOF,2015-00048279,1:11:52
7/14/15 4:42,500 BLK 12 ST N,Moorhead,Loud Party/People,LOUD PARTY/MUSIC,2015-00019703,0:21:38
7/14/15 1:07,1600 BLK 5 AVE S,Fargo,Loud Party/People,LOUD MUSIC,2015-00048038,0:18:14
7/13/15 0:12,2800 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PEOPLE,2015-00011759,0:27:22
7/12/15 3:16,4400 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00047585,1:00:52
7/12/15 1:58,4400 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00047576,1:09:25
7/12/15 0:01,1100 BLK 14 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00047540,1:06:07
7/11/15 23:39,200 BLK PRAIRIEWOOD DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00047538,0:44:26
7/11/15 23:38,200 BLK 12 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00019480,0:42:10
7/11/15 21:16,5300 BLK 30 AVE S,Fargo,Loud Party/People,LOUD CHILD,2015-00047472,0:25:14
7/11/15 4:58,500 BLK 12 ST N,Moorhead,Loud Party/People,LOUD MUSIC/PARTY,2015-00019420,0:32:59
7/11/15 3:05,5100 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD PPL,2015-00047319,1:48:12
7/11/15 2:56,1100 BLK 13 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00019419,0:39:25
7/11/15 2:20,2100 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00047305,0:51:58
7/11/15 1:56,1100 BLK 13 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00047317,1:41:06
7/11/15 1:41,2400 BLK 4 AVE N,Moorhead,Loud Party/People,LOUD PARTY,2015-00019412,0:39:43
7/11/15 1:14,1600 BLK 7 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00019406,0:29:21
7/11/15 1:06,600 BLK 19 ST N,Moorhead,Loud Party/People,LOUD PARTY,2015-00019403,0:29:21
7/11/15 0:04,1000 BLK 16 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00047254,0:41:13
7/10/15 23:49,12 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00019391,0:06:53
7/10/15 2:47,3300 BLK 17 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00047015,1:17:46
7/10/15 1:19,800 BLK 41 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00019176,0:31:52
7/9/15 23:46,4200 BLK CLUBHOUSE DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00046971,0:54:15
7/9/15 22:58,5300 BLK 33 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00046961,1:39:08
7/8/15 22:31,3500 BLK 30 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00046692,1:03:32
7/7/15 23:12,47 AVE E,West Fargo,Loud Party/People,LOUD PARTY/FIREWORKS,Multiple incidents,0:41:17
7/7/15 2:19,1500 BLK 6 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00018821,0:28:09
7/6/15 23:35,200 BLK 20 ST E,West Fargo,Loud Party/People,LOUD PEOPLE,2015-00011356,0:19:58
7/5/15 23:13,2500 BLK 9 ST N,Fargo,Loud Party/People,PARTY,2015-00045916,0:53:54
7/5/15 2:08,3000 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00011225,0:30:18
7/5/15 0:56,1000 BLK 24 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00018602,0:10:00
7/5/15 0:48,6200 BLK 24 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00045668,0:45:29
7/5/15 0:30,2900 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00011216,0:34:05
7/4/15 20:11,0 BLK EAST LYNMAR N,Fargo,Loud Party/People,LOUD PARTY,2015-00045593,2:26:26
7/4/15 4:52,4800 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00045447,0:38:26
7/4/15 0:07,500 BLK 4 AVE NW,West Fargo,Loud Party/People,LOUD PARTY/FIREWORKS,2015-00011147,0:15:21
7/3/15 2:55,2900 BLK DAKOTA PARK CIR S,Fargo,Loud Party/People,LOUD PARTY,,0:01:46
7/3/15 1:14,1200 BLK 12 ST N,Moorhead,Loud Party/People,PARTY OUTSIDE,2015-00018315,0:30:55
7/3/15 0:43,2300 BLK 18 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00045109,0:42:58
7/2/15 22:16,1100 BLK 22 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00045063,1:05:17
7/1/15 20:15,1700 BLK 1 AVE N,Moorhead,Loud Party/People,3 PEOPLE,Multiple incidents,0:30:28
7/1/15 3:29,1000 BLK 7 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00044563,0:19:15
10/31/15 23:50,400 BLK OAKLAND AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00076846,0:19:49
10/31/15 23:35,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076842,0:20:30
10/31/15 23:14,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076829,0:11:26
10/31/15 23:06,1300 BLK 12 ST N,Fargo,Loud Party/People,KIDS GATHERING IN THE NEIGHBORHOOD,2015-00076835,0:42:35
10/31/15 22:46,1600 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076818,0:10:56
10/31/15 22:32,700 BLK 29 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:41:33
10/31/15 22:10,1600 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076808,0:30:39
10/31/15 11:32,3500 BLK 10 AVE S,Moorhead,Loud Party/People,LOUD CHILDREN RUNNING AROUND,2015-00031853,0:35:08
10/31/15 1:33,4200 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00076650,1:44:51
10/31/15 1:06,1300 BLK UNIVERSITY DR N,Fargo,Loud Party/People,PARTY,2015-00076631,1:40:27
10/31/15 0:51,500 BLK 17 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00031823,1:54:03
10/31/15 0:07,11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076608,0:40:33
10/31/15 0:07,1400 BLK 35 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00076610,0:27:59
10/31/15 0:03,1200 BLK STARR AVE,West Fargo,Loud Party/People,LOUD PARTY,2015-00019800,0:07:46
10/30/15 23:42,1800 BLK BROADWAY N,Fargo,Loud Party/People,LOUD PARTY,2015-00076593,0:37:31
10/30/15 23:19,1100 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076584,0:37:00
10/30/15 22:48,1100 BLK 18 ST N,Fargo,Loud Party/People,LOUD PARTY/PEOPLE,2015-00076577,0:38:33
10/29/15 23:31,1000 BLK 18 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076346,1:28:27
10/28/15 0:54,4100 BLK 19 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00075910,0:20:43
10/26/15 23:12,5200 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00075665,0:49:07
10/26/15 19:56,5900 BLK 24 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00075639,0:25:19
10/25/15 23:45,2800 BLK 9 ST N,Fargo,Loud Party/People,LOUD MUSIC/PEOPLE,2015-00075416,0:18:46
10/25/15 2:12,400 BLK OAK WAY,Moorhead,Loud Party/People,LOUD PARTY,2015-00031206,1:16:17
10/25/15 1:02,600 BLK 2 AVE W,West Fargo,Loud Party/People,LOUD PARTY,2015-00019367,0:23:38
10/25/15 0:54,800 BLK 10 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00075245,0:37:22
10/24/15 23:51,2400 BLK 3 AVE N,Moorhead,Loud Party/People,LOUD PARTY,2015-00031194,0:54:57
10/24/15 23:16,2600 BLK 55 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00075236,1:35:28
10/24/15 23:15,16 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00075234,1:25:54
10/24/15 22:02,2600 BLK PACIFIC DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00075197,2:05:04
10/24/15 20:03,7000 BLK 58 AVE N,Harwood,Loud Party/People,LOUD PARTY,2015-00015253,1:01:07
10/24/15 18:45,200 BLK 24 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00075153,2:21:01
10/24/15 3:47,1700 BLK 40 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00075025,0:13:23
10/24/15 3:36,700 BLK 3 ST N,Fargo,Loud Party/People,LOUD MUSIC/PEOPLE,2015-00075024,0:17:51
10/24/15 2:24,500 BLK 33 AVE W,West Fargo,Loud Party/People,LOUD PARTY,2015-00019299,0:28:12
10/24/15 2:04,2900 BLK 7 ST W,West Fargo,Loud Party/People,LOUD MUSIC,2015-00019298,0:27:40
10/24/15 1:27,1700 BLK 40 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00074990,0:17:02
10/24/15 1:03,5200 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00074982,0:31:08
10/23/15 23:36,3400 BLK 42 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00074955,0:35:20
10/23/15 23:19,0 BLK 3 ST NW,Dilworth,Loud Party/People,PARTY,2015-00006191,0:28:52
10/23/15 21:19,5400 BLK 274 ST S,Hawley,Loud Party/People,LOUD PARTY,2015-00009110,0:29:32
10/23/15 21:17,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00019281,1:02:09
10/23/15 17:57,1500 BLK 27 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,,2:04:40
10/23/15 1:09,2400 BLK 20 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00074744,0:58:26
10/23/15 0:24,3300 BLK 15 AVE S,Fargo,Loud Party/People,LOUD NOISE,2015-00074728,0:26:42
10/22/15 22:23,2400 BLK WEST COUNTRY CLUB DR S,Fargo,Loud Party/People,LOUD PARTY / NARCOTICS?,2015-00074706,1:37:01
10/21/15 23:41,2300 BLK 20 1/2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00074485,0:26:32
10/21/15 23:24,100 BLK 50 AVE E,West Fargo,Loud Party/People,POSS LOUD PARTY,2015-00019168,2:39:35
10/21/15 22:05,600 BLK 4 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00074471,0:37:18
10/21/15 19:12,3100 BLK 8 ST N,Fargo,Loud Party/People,LOUD MUSIC,2015-00074437,0:47:08
10/19/15 5:55,600 BLK 4 AVE E,West Fargo,Loud Party/People,LOUD LEAF BLOWER,2015-00018960,0:06:42
10/19/15 1:47,4300 BLK 10 AVE S,Fargo,Loud Party/People,LOUD PEOPLE ON BALCONY,2015-00073793,0:23:52
10/18/15 18:38,900 BLK 26 ST N,Fargo,Loud Party/People,LOUD PARTY,,2:08:12
10/18/15 2:38,900 BLK 18 1/2 ST S,Moorhead,Loud Party/People,LOUD PARTY/PEOPLE,2015-00030390,0:20:35
10/18/15 1:17,100 BLK 8 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00073622,1:57:49
10/18/15 0:12,900 BLK 17 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00030374,0:19:47
10/18/15 0:02,900 BLK 6 AVE N,Fargo,Loud Party/People,LOUD PARTY/1021,,0:18:02
10/17/15 23:55,900 BLK 6 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00073588,0:29:03
10/17/15 23:52,1000 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00073586,0:24:01
10/17/15 22:22,2900 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00018874,0:21:57
10/17/15 21:54,3800 BLK RIVER DR S,Fargo,Loud Party/People,PARTY,2015-00073560,0:54:49
10/17/15 3:07,3100 BLK 6 ST E,West Fargo,Loud Party/People,CHECK ON POSS PARTY,2015-00018831,0:11:39
10/17/15 0:24,1400 BLK 12 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00073362,0:31:52
10/16/15 3:29,1500 BLK 11 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00018755,0:15:49
10/15/15 23:35,400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:02:16
10/15/15 23:28,400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00073123,0:57:49
10/13/15 20:54,300 BLK 19 ST N,Fargo,Loud Party/People,LOUD MUSIC/BONFIRE,,0:15:31
10/11/15 0:31,1500 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00071912,0:25:31
10/11/15 0:05,900 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00071909,0:51:17
10/10/15 23:46,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00071894,0:31:00
10/10/15 23:19,1000 BLK 9 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00071897,1:25:57
10/10/15 23:17,6700 BLK 280 ST S,Hawley,Loud Party/People,LOUD PARTY,2015-00008627,2:45:25
10/10/15 23:09,100 BLK PRAIRIEWOOD DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00071878,2:50:27
10/10/15 22:51,1400 BLK 10 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00071855,0:26:26
10/10/15 22:36,1100 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY IN ALLEY,2015-00071854,0:21:31
10/10/15 21:49,3700 BLK 25 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00071853,1:06:21
10/10/15 12:37,12 AVE N,Fargo,Loud Party/People,300 PEOPLE,2015-00071728,0:43:15
10/10/15 2:21,300 BLK PLUM TREE RD,Hickson,Loud Party/People,LOUD PARTY,2015-00014424,0:52:32
10/10/15 1:16,800 BLK 41 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00029436,0:23:23
10/10/15 1:13,4200 BLK 19 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00029438,2:50:09
10/10/15 1:01,1100 BLK 2 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00029434,0:30:59
10/10/15 0:46,1300 BLK BROADWAY N,Fargo,Loud Party/People,LOUD PARTY,,0:10:24
10/10/15 0:23,1000 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00071609,0:18:43
10/10/15 0:00,700 BLK 34 AVE W,West Fargo,Loud Party/People,LOUD PARTY,2015-00018352,0:17:38
10/9/15 23:25,200 BLK 5 ST E,West Fargo,Loud Party/People,LOUD PARTY,2015-00018350,0:38:31
10/9/15 22:58,7100 BLK 25 ST S,Fargo,Loud Party/People,LOUD VEHS,2015-00071583,1:14:09
10/9/15 21:43,1800 BLK 39 ST S,Fargo,Loud Party/People,KIDS BEING LOUD,2015-00071570,0:39:13
10/9/15 20:33,3900 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00071546,2:52:48
10/9/15 3:24,500 BLK 32 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00029296,0:16:58
10/9/15 2:37,3600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00071388,0:19:32
10/9/15 1:10,1700 BLK 10 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00008266,0:21:53
10/8/15 22:15,2000 BLK 21 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00071355,2:10:20
10/7/15 23:31,4200 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY/MJ SMELL,2015-00071069,0:48:58
10/7/15 22:26,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PEOPLE,2015-00018194,0:32:45
10/6/15 1:21,4700 BLK 17 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00070591,0:17:46
